map_name,size,ratio,attempt_id,accepted,reason,scenario_file,scenario_bucket,scenario_optlen
Berlin_0_1024.map,1024,0.24206924438476562,0,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,2.0
Berlin_0_1024.map,1024,0.24206924438476562,1,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,2.0
Berlin_0_1024.map,1024,0.24206924438476562,2,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,2.41421356
Berlin_0_1024.map,1024,0.24206924438476562,3,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,2.41421356
Berlin_0_1024.map,1024,0.24206924438476562,4,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,3.41421356
Berlin_0_1024.map,1024,0.24206924438476562,5,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,3.82842712
Berlin_0_1024.map,1024,0.24206924438476562,6,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,1.41421356
Berlin_0_1024.map,1024,0.24206924438476562,7,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,2.0
Berlin_0_1024.map,1024,0.24206924438476562,8,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,1.0
Berlin_0_1024.map,1024,0.24206924438476562,9,1,valid_scenario_sample,Berlin_0_1024.map.scen,0,1.41421356
Berlin_0_1024.map,1024,0.24206924438476562,10,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,7.24264069
Berlin_0_1024.map,1024,0.24206924438476562,11,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,4.24264069
Berlin_0_1024.map,1024,0.24206924438476562,12,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,5.41421356
Berlin_0_1024.map,1024,0.24206924438476562,13,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,7.07106781
Berlin_0_1024.map,1024,0.24206924438476562,14,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,5.24264069
Berlin_0_1024.map,1024,0.24206924438476562,15,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,6.0
Berlin_0_1024.map,1024,0.24206924438476562,16,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,5.65685425
Berlin_0_1024.map,1024,0.24206924438476562,17,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,6.41421356
Berlin_0_1024.map,1024,0.24206924438476562,18,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,6.41421356
Berlin_0_1024.map,1024,0.24206924438476562,19,1,valid_scenario_sample,Berlin_0_1024.map.scen,1,6.65685425
Berlin_0_256.map,256,0.2653350830078125,0,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,1,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.0
Berlin_0_256.map,256,0.2653350830078125,2,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.41421356
Berlin_0_256.map,256,0.2653350830078125,3,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,4,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.0
Berlin_0_256.map,256,0.2653350830078125,5,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.41421356
Berlin_0_256.map,256,0.2653350830078125,6,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,7,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,8,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,9,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,10,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.82842712
Berlin_0_256.map,256,0.2653350830078125,11,1,valid_scenario_sample,Berlin_0_256.map.scen,1,4.24264069
Berlin_0_256.map,256,0.2653350830078125,12,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.24264069
Berlin_0_256.map,256,0.2653350830078125,13,1,valid_scenario_sample,Berlin_0_256.map.scen,1,5.41421356
Berlin_0_256.map,256,0.2653350830078125,14,1,valid_scenario_sample,Berlin_0_256.map.scen,1,5.82842712
Berlin_0_256.map,256,0.2653350830078125,15,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.65685425
Berlin_0_256.map,256,0.2653350830078125,16,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.41421356
Berlin_0_256.map,256,0.2653350830078125,17,1,valid_scenario_sample,Berlin_0_256.map.scen,1,4.24264069
Berlin_0_256.map,256,0.2653350830078125,18,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.0
Berlin_0_256.map,256,0.2653350830078125,19,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.24264069
