map_name,size,ratio,attempt_id,accepted,reason,scenario_file,scenario_bucket,scenario_optlen
battleground.map,512,0.6480255126953125,0,1,valid_scenario_sample,battleground.map.scen,0,2.41421356
battleground.map,512,0.6480255126953125,1,1,valid_scenario_sample,battleground.map.scen,0,2.0
battleground.map,512,0.6480255126953125,2,1,valid_scenario_sample,battleground.map.scen,0,0.0
battleground.map,512,0.6480255126953125,3,1,valid_scenario_sample,battleground.map.scen,0,3.41421356
battleground.map,512,0.6480255126953125,4,1,valid_scenario_sample,battleground.map.scen,0,2.82842712
battleground.map,512,0.6480255126953125,5,1,valid_scenario_sample,battleground.map.scen,0,3.41421356
battleground.map,512,0.6480255126953125,6,1,valid_scenario_sample,battleground.map.scen,0,1.41421356
battleground.map,512,0.6480255126953125,7,1,valid_scenario_sample,battleground.map.scen,0,2.82842712
battleground.map,512,0.6480255126953125,8,1,valid_scenario_sample,battleground.map.scen,0,2.0
battleground.map,512,0.6480255126953125,9,1,valid_scenario_sample,battleground.map.scen,0,3.82842712
battleground.map,512,0.6480255126953125,10,1,valid_scenario_sample,battleground.map.scen,1,5.41421356
battleground.map,512,0.6480255126953125,11,1,valid_scenario_sample,battleground.map.scen,1,6.65685425
battleground.map,512,0.6480255126953125,12,1,valid_scenario_sample,battleground.map.scen,1,5.24264069
battleground.map,512,0.6480255126953125,13,1,valid_scenario_sample,battleground.map.scen,1,7.07106781
battleground.map,512,0.6480255126953125,14,1,valid_scenario_sample,battleground.map.scen,1,7.24264069
battleground.map,512,0.6480255126953125,15,1,valid_scenario_sample,battleground.map.scen,1,5.41421356
battleground.map,512,0.6480255126953125,16,1,valid_scenario_sample,battleground.map.scen,1,7.07106781
battleground.map,512,0.6480255126953125,17,1,valid_scenario_sample,battleground.map.scen,1,4.0
battleground.map,512,0.6480255126953125,18,1,valid_scenario_sample,battleground.map.scen,1,6.0
battleground.map,512,0.6480255126953125,19,1,valid_scenario_sample,battleground.map.scen,1,7.65685425
battleground.map,512,0.6480255126953125,20,1,valid_scenario_sample,battleground.map.scen,2,10.07106781
battleground.map,512,0.6480255126953125,21,1,valid_scenario_sample,battleground.map.scen,2,9.24264069
battleground.map,512,0.6480255126953125,22,1,valid_scenario_sample,battleground.map.scen,2,8.07106781
battleground.map,512,0.6480255126953125,23,1,valid_scenario_sample,battleground.map.scen,2,8.82842712
battleground.map,512,0.6480255126953125,24,1,valid_scenario_sample,battleground.map.scen,2,11.3137085
battleground.map,512,0.6480255126953125,25,1,valid_scenario_sample,battleground.map.scen,2,9.82842712
battleground.map,512,0.6480255126953125,26,1,valid_scenario_sample,battleground.map.scen,2,10.89949493
battleground.map,512,0.6480255126953125,27,1,valid_scenario_sample,battleground.map.scen,2,10.24264069
battleground.map,512,0.6480255126953125,28,1,valid_scenario_sample,battleground.map.scen,2,11.89949493
battleground.map,512,0.6480255126953125,29,1,valid_scenario_sample,battleground.map.scen,2,8.41421356
blastedlands.map,512,0.4987373352050781,0,1,valid_scenario_sample,blastedlands.map.scen,0,2.41421356
blastedlands.map,512,0.4987373352050781,1,1,valid_scenario_sample,blastedlands.map.scen,0,3.0
blastedlands.map,512,0.4987373352050781,2,1,valid_scenario_sample,blastedlands.map.scen,0,2.0
blastedlands.map,512,0.4987373352050781,3,1,valid_scenario_sample,blastedlands.map.scen,0,2.41421356
blastedlands.map,512,0.4987373352050781,4,1,valid_scenario_sample,blastedlands.map.scen,0,2.82842712
blastedlands.map,512,0.4987373352050781,5,1,valid_scenario_sample,blastedlands.map.scen,0,2.0
blastedlands.map,512,0.4987373352050781,6,1,valid_scenario_sample,blastedlands.map.scen,0,3.82842712
blastedlands.map,512,0.4987373352050781,7,1,valid_scenario_sample,blastedlands.map.scen,0,2.0
blastedlands.map,512,0.4987373352050781,8,1,valid_scenario_sample,blastedlands.map.scen,0,3.82842712
blastedlands.map,512,0.4987373352050781,9,1,valid_scenario_sample,blastedlands.map.scen,0,2.0
blastedlands.map,512,0.4987373352050781,10,1,valid_scenario_sample,blastedlands.map.scen,1,7.41421356
blastedlands.map,512,0.4987373352050781,11,1,valid_scenario_sample,blastedlands.map.scen,1,6.65685425
blastedlands.map,512,0.4987373352050781,12,1,valid_scenario_sample,blastedlands.map.scen,1,6.24264069
blastedlands.map,512,0.4987373352050781,13,1,valid_scenario_sample,blastedlands.map.scen,1,7.82842712
blastedlands.map,512,0.4987373352050781,14,1,valid_scenario_sample,blastedlands.map.scen,1,6.24264069
blastedlands.map,512,0.4987373352050781,15,1,valid_scenario_sample,blastedlands.map.scen,1,7.0
blastedlands.map,512,0.4987373352050781,16,1,valid_scenario_sample,blastedlands.map.scen,1,6.41421356
blastedlands.map,512,0.4987373352050781,17,1,valid_scenario_sample,blastedlands.map.scen,1,6.41421356
blastedlands.map,512,0.4987373352050781,18,1,valid_scenario_sample,blastedlands.map.scen,1,5.24264069
blastedlands.map,512,0.4987373352050781,19,1,valid_scenario_sample,blastedlands.map.scen,1,6.24264069
blastedlands.map,512,0.4987373352050781,20,1,valid_scenario_sample,blastedlands.map.scen,2,8.24264069
blastedlands.map,512,0.4987373352050781,21,1,valid_scenario_sample,blastedlands.map.scen,2,10.65685425
blastedlands.map,512,0.4987373352050781,22,1,valid_scenario_sample,blastedlands.map.scen,2,9.41421356
blastedlands.map,512,0.4987373352050781,23,1,valid_scenario_sample,blastedlands.map.scen,2,11.24264069
blastedlands.map,512,0.4987373352050781,24,1,valid_scenario_sample,blastedlands.map.scen,2,9.41421356
blastedlands.map,512,0.4987373352050781,25,1,valid_scenario_sample,blastedlands.map.scen,2,11.24264069
blastedlands.map,512,0.4987373352050781,26,1,valid_scenario_sample,blastedlands.map.scen,2,8.07106781
blastedlands.map,512,0.4987373352050781,27,1,valid_scenario_sample,blastedlands.map.scen,2,8.82842712
blastedlands.map,512,0.4987373352050781,28,1,valid_scenario_sample,blastedlands.map.scen,2,8.65685425
blastedlands.map,512,0.4987373352050781,29,1,valid_scenario_sample,blastedlands.map.scen,2,9.41421356
bloodvenomfalls.map,512,0.557281494140625,0,1,valid_scenario_sample,bloodvenomfalls.map.scen,0,3.41421356
bloodvenomfalls.map,512,0.557281494140625,1,1,valid_scenario_sample,bloodvenomfalls.map.scen,0,3.41421356
bloodvenomfalls.map,512,0.557281494140625,2,1,valid_scenario_sample,bloodvenomfalls.map.scen,0,2.0
